Afghanistan	Pakistan	60200
Viet Nam	Switzerland	56
Viet Nam	Thailand	51542
Viet Nam	Turkey	21
Viet Nam	United Kingdom	50
Viet Nam	United States of America	2058
Wallis and Futuna Islands	Australia	104
Wallis and Futuna Islands	France	128
Wallis and Futuna Islands	French Polynesia	1
Wallis and Futuna Islands	New Caledonia	4
Wallis and Futuna Islands	New Zealand	12
Yemen	Australia	82
Yemen	China	25
Yemen	Egypt	529
Yemen	France	17
Yemen	Germany	163
Yemen	India	164
Yemen	Indonesia	25759
Yemen	Jordan	4
Yemen	Kenya	47
Yemen	Malaysia	105301
Yemen	Netherlands	160
Yemen	Oman	2686
Yemen	Pakistan	87
Yemen	Palestine	18
Yemen	Saudi Arabia	5445
Yemen	Singapore	646
Yemen	Somalia	4
Yemen	Spain	114
Yemen	Syrian Arab Republic	613
Yemen	Thailand	210
Yemen	Tunisia	44
Yemen	Turkey	3193
Yemen	Uganda	2
Yemen	United Arab Emirates	2728
Yemen	United Kingdom	5
Yemen	United States of America	15
Zambia	Andorra	1
Zambia	Azerbaijan	45
Zambia	Brazil	1615
Zambia	China	22
Zambia	Chinese Taipei	40
Zambia	Egypt	258
Zambia	Gabon	73
Zambia	India	148
Zambia	Indonesia	110
Zambia	Italy	116
Zambia	Kenya	35789
Zambia	Lebanon	3
Zambia	Malawi	64
Zambia	Malaysia	1267
Zambia	Mozambique	2992
Zambia	Namibia	5
Zambia	Oman	98
Zambia	Republic of Korea	1
Zambia	Seychelles	3604
Zambia	Singapore	3756
Zambia	South Africa	43443
Zambia	Swaziland	348
Zambia	Sweden	1
Zambia	Switzerland	50
Zambia	Turkey	10
Zambia	United Arab Emirates	105
Zambia	United Kingdom	1
Zambia	United Republic of Tanzania	1432
Zambia	United States of America	610
Zambia	Zimbabwe	1102
Zimbabwe	Andorra	1
Zimbabwe	Botswana	293
Zimbabwe	Cyprus	6
Zimbabwe	Denmark	17
Zimbabwe	Egypt	31
Zimbabwe	India	41
Zimbabwe	Italy	686
Zimbabwe	Japan	3
Zimbabwe	Kenya	9
Zimbabwe	Lebanon	8
Zimbabwe	Malawi	1
Zimbabwe	Mozambique	413
Zimbabwe	Namibia	179
Zimbabwe	Netherlands	35
Zimbabwe	Pakistan	9
Zimbabwe	Singapore	92
Zimbabwe	South Africa	42370
Zimbabwe	United Arab Emirates	1
Zimbabwe	United Kingdom	1
Zimbabwe	United States of America	2942
Zimbabwe	Zambia	4
